year,month,day,val
1973,9,7,15.977196
1973,9,8,18.877212
1973,9,9,32.422464
1973,9,10,24.049224
1973,9,11,15.775884
1973,9,12,22.1643
1973,9,13,15.33114
1973,9,14,20.018124
1973,9,15,21.114756
1973,9,16,17.465976
1973,9,17,17.45172
1973,9,18,16.830828
1973,9,19,8.4341736
1973,9,20,24.6645
1973,9,21,0.50307804
1973,9,22,1.9892196
1973,9,23,2.9475468
1973,9,24,5.5303236
1973,9,25,1.4336568
1973,9,26,0.852498
1973,9,27,1.4562612
1973,9,28,8.1552852
1973,9,29,2.9813292
1973,9,30,1.7701092
1973,10,1,26.431596
1973,10,2,13.948092
1973,10,3,21.871512
1973,10,4,9.329958
1973,10,5,23.30802
1973,10,6,31.12776
1973,10,7,17.880912
1973,10,8,0.79065612
1973,10,9,10.3661208
1973,10,10,29.753244
1973,10,11,7.4602728
1973,10,12,9.8233128
1973,10,13,5.5236168
1973,10,14,10.1276244
1973,10,15,14.791788
1973,10,16,23.968872
1973,10,17,14.996124
1973,10,18,9.813204
1973,10,19,27.37098
1973,10,20,29.588436
1973,10,21,15.347448
1973,10,22,23.50134
1973,10,23,18.53766
1973,10,24,12.278628
1973,10,25,27.745632
1973,10,26,10.6903476
1973,10,27,12.053556
1973,10,28,2.7107784
1973,10,29,1.5692508
1973,10,30,11.363976
1973,10,31,3.0228444
1973,11,1,12.304224
1973,11,2,23.517972
1973,11,3,27.417528
1973,11,4,20.170296
1973,11,5,11.993832
1973,11,6,14.338404
1973,11,7,7.3763136
1973,11,8,8.7467688
1973,11,9,10.95984
1973,11,10,14.44824
1973,11,11,8.4571992
1973,11,12,13.41792
1973,11,13,10.7103924
1973,11,14,7.6002516
1973,11,15,8.8772004
1973,11,16,1.0923768
1973,11,17,0.93311676
1973,11,18,0.45311508
1973,11,19,0.0036955764
1973,11,20,0.84247344
1973,11,21,1.6357572
1973,11,22,2.2624272
1973,11,23,3.4674696
1973,11,24,2.8015956
1973,11,25,2.8874016
1973,11,26,2.2903452
1973,11,27,5.3081568
1973,11,28,0.61877196
1973,11,29,4.1329332
1973,11,30,19.334592
1973,12,1,12.558348
1973,12,2,13.956624
1973,12,3,20.897784
1973,12,4,17.65854
1973,12,5,3.2493636
1973,12,6,1.3592772
1973,12,7,0.53758296
1973,12,8,2.3686668
1973,12,9,1.321596
1973,12,10,21.47634
1973,12,11,19.832904
1973,12,12,38.777508
1973,12,13,38.832588
1973,12,14,29.413044
1973,12,15,6.6858588
1973,12,16,25.415208
1973,12,17,15.177564
1973,12,18,6.0157296
1973,12,19,4.8291876
1973,12,20,8.0039556
1973,12,21,17.609724
1973,12,22,13.124808
1973,12,23,3.9415248
1973,12,24,0.68460984
1973,12,25,10.3353192
1973,12,26,42.119352
1973,12,27,2.0385324
1973,12,28,18.483444
1973,12,29,8.157726
1973,12,30,36.545364
1973,12,31,2.1588768
1974,1,1,1.220508
1974,1,2,6.902064
1974,1,3,24.04242
1974,1,4,0.81525312
1974,1,5,1.1996532
1974,1,6,2.5030728
1974,1,7,0.47277864
1974,1,8,5.7634848
1974,1,9,2.4879312
1974,1,10,3.9759228
1974,1,11,2.9770092
1974,1,12,1.4922144
1974,1,13,1.276344
1974,1,14,0.14492628
1974,1,15,0.34642296
